CityID,City,State,Country,Subregion,Region
23653,Lenox,New York,United States,Northern America,Americas
23654,Leon,New York,United States,Northern America,Americas
23655,Leonardsville,New York,United States,Northern America,Americas
23656,Levittown,New York,United States,Northern America,Americas
23657,Lewis,New York,United States,Northern America,Americas
23658,Lewisboro,New York,United States,Northern America,Americas
23659,Lewiston,New York,United States,Northern America,Americas
23660,Lexington,New York,United States,Northern America,Americas
23661,Liberty,New York,United States,Northern America,Americas
23662,Lido Beach,New York,United States,Northern America,Americas
23663,Lima,New York,United States,Northern America,Americas
23664,Lime Lake,New York,United States,Northern America,Americas
23665,Limestone,New York,United States,Northern America,Americas
23666,Lincklaen,New York,United States,Northern America,Americas
23667,Lincoln Park,New York,United States,Northern America,Americas
23668,Lincolndale,New York,United States,Northern America,Americas
23669,Lindenhurst,New York,United States,Northern America,Americas
23670,Lindley,New York,United States,Northern America,Americas
23671,Linwood,New York,United States,Northern America,Americas
23672,Lisbon,New York,United States,Northern America,Americas
23673,Lisle,New York,United States,Northern America,Americas
23674,Little Falls,New York,United States,Northern America,Americas
23675,Little Valley,New York,United States,Northern America,Americas
23676,Liverpool,New York,United States,Northern America,Americas
23677,Livingston,New York,United States,Northern America,Americas
23678,Livingston Manor,New York,United States,Northern America,Americas
23679,Livonia,New York,United States,Northern America,Americas
23680,Livonia Center,New York,United States,Northern America,Americas
23681,Lloyd,New York,United States,Northern America,Americas
23682,Lloyd Harbor,New York,United States,Northern America,Americas
23683,Locke,New York,United States,Northern America,Americas
23684,Lockport,New York,United States,Northern America,Americas
23685,Locust Valley,New York,United States,Northern America,Americas
23686,Lodi,New York,United States,Northern America,Americas
23687,Lonelyville,New York,United States,Northern America,Americas
23688,Long Beach,New York,United States,Northern America,Americas
23689,Long Lake,New York,United States,Northern America,Americas
23690,Loon Lake,New York,United States,Northern America,Americas
23691,Lorraine,New York,United States,Northern America,Americas
23692,Loudonville,New York,United States,Northern America,Americas
23693,Louisville,New York,United States,Northern America,Americas
23694,Lowville,New York,United States,Northern America,Americas
23695,Ludlowville,New York,United States,Northern America,Americas
23696,Lynbrook,New York,United States,Northern America,Americas
23697,Lyndon,New York,United States,Northern America,Americas
23698,Lyndonville,New York,United States,Northern America,Americas
23699,Lyon Mountain,New York,United States,Northern America,Americas
23700,Lyons,New York,United States,Northern America,Americas
23701,Lyons Falls,New York,United States,Northern America,Americas
23702,Lyonsdale,New York,United States,Northern America,Americas
23703,Lysander,New York,United States,Northern America,Americas
23704,Macedon,New York,United States,Northern America,Americas
23705,Machias,New York,United States,Northern America,Americas
23706,Madison,New York,United States,Northern America,Americas
23707,Madrid,New York,United States,Northern America,Americas
23708,Mahopac,New York,United States,Northern America,Americas
23709,Maine,New York,United States,Northern America,Americas
23710,Malden-on-Hudson,New York,United States,Northern America,Americas
23711,Malone,New York,United States,Northern America,Americas
23712,Malta,New York,United States,Northern America,Americas
23713,Malverne,New York,United States,Northern America,Americas
23714,Mamaroneck,New York,United States,Northern America,Americas
23715,Manchester,New York,United States,Northern America,Americas
23716,Manhasset,New York,United States,Northern America,Americas
23717,Manhattan,New York,United States,Northern America,Americas
23718,Manlius,New York,United States,Northern America,Americas
23719,Mannsville,New York,United States,Northern America,Americas
23720,Manorhaven,New York,United States,Northern America,Americas
23721,Manorville,New York,United States,Northern America,Americas
23722,Marathon,New York,United States,Northern America,Americas
23723,Marbletown,New York,United States,Northern America,Americas
23724,Marcellus,New York,United States,Northern America,Americas
23725,Marcy,New York,United States,Northern America,Americas
23726,Margaretville,New York,United States,Northern America,Americas
23727,Mariaville Lake,New York,United States,Northern America,Americas
23728,Marilla,New York,United States,Northern America,Americas
23729,Marion,New York,United States,Northern America,Americas
23730,Marlboro,New York,United States,Northern America,Americas
23731,Marshall,New York,United States,Northern America,Americas
23732,Martinsburg,New York,United States,Northern America,Americas
23733,Maryland,New York,United States,Northern America,Americas
23734,Masonville,New York,United States,Northern America,Americas
23735,Massapequa,New York,United States,Northern America,Americas
23736,Massapequa Park,New York,United States,Northern America,Americas
23737,Massena,New York,United States,Northern America,Americas
23738,Mastic,New York,United States,Northern America,Americas
23739,Mastic Beach,New York,United States,Northern America,Americas
23740,Matinecock,New York,United States,Northern America,Americas
23741,Mattituck,New York,United States,Northern America,Americas
23742,Mattydale,New York,United States,Northern America,Americas
23743,Maybrook,New York,United States,Northern America,Americas
23744,Mayfield,New York,United States,Northern America,Americas
23745,Mayville,New York,United States,Northern America,Americas
23746,McDonough,New York,United States,Northern America,Americas
23747,McGraw,New York,United States,Northern America,Americas
23748,Mechanicstown,New York,United States,Northern America,Americas
23749,Mechanicville,New York,United States,Northern America,Americas
23750,Medford,New York,United States,Northern America,Americas
23751,Medina,New York,United States,Northern America,Americas
23752,Melrose Park,New York,United States,Northern America,Americas
23753,Melville,New York,United States,Northern America,Americas
23754,Menands,New York,United States,Northern America,Americas
23755,Mendon,New York,United States,Northern America,Americas
23756,Meredith,New York,United States,Northern America,Americas
23757,Meridian,New York,United States,Northern America,Americas
23758,Merrick,New York,United States,Northern America,Americas
23759,Mexico,New York,United States,Northern America,Americas
23760,Middle Island,New York,United States,Northern America,Americas
23761,Middleburgh,New York,United States,Northern America,Americas
23762,Middlefield,New York,United States,Northern America,Americas
23763,Middleport,New York,United States,Northern America,Americas
23764,Middlesex,New York,United States,Northern America,Americas
23765,Middletown,New York,United States,Northern America,Americas
23766,Middleville,New York,United States,Northern America,Americas
23767,Milan,New York,United States,Northern America,Americas
23768,Milford,New York,United States,Northern America,Americas
23769,Mill Neck,New York,United States,Northern America,Americas
23770,Millbrook,New York,United States,Northern America,Americas
23771,Miller Place,New York,United States,Northern America,Americas
23772,Millerton,New York,United States,Northern America,Americas
23773,Millport,New York,United States,Northern America,Americas
23774,Millwood,New York,United States,Northern America,Americas
23775,Milton,New York,United States,Northern America,Americas
23776,Mina,New York,United States,Northern America,Americas
23777,Mineola,New York,United States,Northern America,Americas
23778,Minerva,New York,United States,Northern America,Americas
23779,Minetto,New York,United States,Northern America,Americas
23780,Mineville,New York,United States,Northern America,Americas
23781,Minoa,New York,United States,Northern America,Americas
23782,Model City,New York,United States,Northern America,Americas
23783,Mohawk,New York,United States,Northern America,Americas
23784,Moira,New York,United States,Northern America,Americas
23785,Molyneaux Corners,New York,United States,Northern America,Americas
23786,Monroe,New York,United States,Northern America,Americas
23787,Monsey,New York,United States,Northern America,Americas
23788,Montauk,New York,United States,Northern America,Americas
23789,Montebello,New York,United States,Northern America,Americas
23790,Montezuma,New York,United States,Northern America,Americas
23791,Montgomery,New York,United States,Northern America,Americas
23792,Monticello,New York,United States,Northern America,Americas
23793,Montour Falls,New York,United States,Northern America,Americas
23794,Montrose,New York,United States,Northern America,Americas
23795,Mooers,New York,United States,Northern America,Americas
23796,Moravia,New York,United States,Northern America,Americas
23797,Moriah,New York,United States,Northern America,Americas
23798,Moriches,New York,United States,Northern America,Americas
23799,Morris,New York,United States,Northern America,Americas
23800,Morrisonville,New York,United States,Northern America,Americas
23801,Morristown,New York,United States,Northern America,Americas
23802,Morrisville,New York,United States,Northern America,Americas
23803,Mount Hope,New York,United States,Northern America,Americas
23804,Mount Ivy,New York,United States,Northern America,Americas
23805,Mount Kisco,New York,United States,Northern America,Americas
23806,Mount Morris,New York,United States,Northern America,Americas
23807,Mount Pleasant,New York,United States,Northern America,Americas
23808,Mount Sinai,New York,United States,Northern America,Americas
23809,Mount Upton,New York,United States,Northern America,Americas
23810,Mount Vernon,New York,United States,Northern America,Americas
23811,Mountain Lodge,New York,United States,Northern America,Americas
23812,Munnsville,New York,United States,Northern America,Americas
23813,Munsey Park,New York,United States,Northern America,Americas
23814,Munsons Corners,New York,United States,Northern America,Americas
23815,Murray,New York,United States,Northern America,Americas
23816,Muttontown,New York,United States,Northern America,Americas
23817,Myers Corner,New York,United States,Northern America,Americas
23818,Nanticoke,New York,United States,Northern America,Americas
23819,Nanuet,New York,United States,Northern America,Americas
23820,Napanoch,New York,United States,Northern America,Americas
23821,Napeague,New York,United States,Northern America,Americas
23822,Naples,New York,United States,Northern America,Americas
23823,Napoli,New York,United States,Northern America,Americas
23824,Narrowsburg,New York,United States,Northern America,Americas
23825,Nashville,New York,United States,Northern America,Americas
23826,Nassau,New York,United States,Northern America,Americas
23827,Nassau Shores,New York,United States,Northern America,Americas
23828,Natural Bridge,New York,United States,Northern America,Americas
23829,Nedrow,New York,United States,Northern America,Americas
23830,Nelliston,New York,United States,Northern America,Americas
23831,Nelson,New York,United States,Northern America,Americas
23832,Nelsonville,New York,United States,Northern America,Americas
23833,Nesconset,New York,United States,Northern America,Americas
23834,Neversink,New York,United States,Northern America,Americas
23835,New Albion,New York,United States,Northern America,Americas
23836,New Baltimore,New York,United States,Northern America,Americas
23837,New Berlin,New York,United States,Northern America,Americas
23838,New Bremen,New York,United States,Northern America,Americas
23839,New Cassel,New York,United States,Northern America,Americas
23840,New City,New York,United States,Northern America,Americas
23841,New Hartford,New York,United States,Northern America,Americas
23842,New Haven,New York,United States,Northern America,Americas
23843,New Hempstead,New York,United States,Northern America,Americas
23844,New Hyde Park,New York,United States,Northern America,Americas
23845,New Lebanon,New York,United States,Northern America,Americas
23846,New Lisbon,New York,United States,Northern America,Americas
23847,New Milford,New York,United States,Northern America,Americas
23848,New Paltz,New York,United States,Northern America,Americas
23849,New Rochelle,New York,United States,Northern America,Americas
23850,New Scotland,New York,United States,Northern America,Americas
23851,New Square,New York,United States,Northern America,Americas
23852,New Suffolk,New York,United States,Northern America,Americas
23853,New Windsor,New York,United States,Northern America,Americas
23854,New Woodstock,New York,United States,Northern America,Americas
23855,New York,New York,United States,Northern America,Americas
23856,New York Mills,New York,United States,Northern America,Americas
23857,Newark,New York,United States,Northern America,Americas
23858,Newark Valley,New York,United States,Northern America,Americas
23859,Newburgh,New York,United States,Northern America,Americas
23860,Newcomb,New York,United States,Northern America,Americas
23861,Newfane,New York,United States,Northern America,Americas
23862,Newfield,New York,United States,Northern America,Americas
23863,Newport,New York,United States,Northern America,Americas
23864,Newton Falls,New York,United States,Northern America,Americas
23865,Niagara Falls,New York,United States,Northern America,Americas
23866,Nichols,New York,United States,Northern America,Americas
23867,Nicholville,New York,United States,Northern America,Americas
23868,Niles,New York,United States,Northern America,Americas
23869,Niskayuna,New York,United States,Northern America,Americas
23870,Nissequogue,New York,United States,Northern America,Americas
23871,Niverville,New York,United States,Northern America,Americas
23872,Norfolk,New York,United States,Northern America,Americas
23873,North Amityville,New York,United States,Northern America,Americas
23874,North Babylon,New York,United States,Northern America,Americas
23875,North Bay Shore,New York,United States,Northern America,Americas
23876,North Bellmore,New York,United States,Northern America,Americas
23877,North Bellport,New York,United States,Northern America,Americas
23878,North Boston,New York,United States,Northern America,Americas
23879,North Castle,New York,United States,Northern America,Americas
23880,North Chili,New York,United States,Northern America,Americas
23881,North Collins,New York,United States,Northern America,Americas
23882,North Creek,New York,United States,Northern America,Americas
23883,North Elba,New York,United States,Northern America,Americas
23884,North Evans,New York,United States,Northern America,Americas
23885,North Gates,New York,United States,Northern America,Americas
23886,North Great River,New York,United States,Northern America,Americas
23887,North Haven,New York,United States,Northern America,Americas
23888,North Hills,New York,United States,Northern America,Americas
23889,North Hornell,New York,United States,Northern America,Americas
23890,North Hudson,New York,United States,Northern America,Americas
23891,North Lindenhurst,New York,United States,Northern America,Americas
23892,North Massapequa,New York,United States,Northern America,Americas
23893,North Merrick,New York,United States,Northern America,Americas
23894,North New Hyde Park,New York,United States,Northern America,Americas
23895,North Norwich,New York,United States,Northern America,Americas
23896,North Patchogue,New York,United States,Northern America,Americas
23897,North Ridge,New York,United States,Northern America,Americas
23898,North Rose,New York,United States,Northern America,Americas
23899,North Salem,New York,United States,Northern America,Americas
23900,North Sea,New York,United States,Northern America,Americas
23901,North Syracuse,New York,United States,Northern America,Americas
23902,North Tonawanda,New York,United States,Northern America,Americas
23903,North Valley Stream,New York,United States,Northern America,Americas
23904,North Wantagh,New York,United States,Northern America,Americas
23905,North White Plains,New York,United States,Northern America,Americas
23906,Northport,New York,United States,Northern America,Americas
23907,Northumberland,New York,United States,Northern America,Americas
23908,Northville,New York,United States,Northern America,Americas
23909,Norway,New York,United States,Northern America,Americas
23910,Norwich,New York,United States,Northern America,Americas
23911,Norwood,New York,United States,Northern America,Americas
23912,Noyack,New York,United States,Northern America,Americas
23913,Nunda,New York,United States,Northern America,Americas
23914,Nyack,New York,United States,Northern America,Americas
23915,Oak Beach,New York,United States,Northern America,Americas
23916,Oakdale,New York,United States,Northern America,Americas
23917,Oakfield,New York,United States,Northern America,Americas
23918,Ocean Beach,New York,United States,Northern America,Americas
23919,Oceanside,New York,United States,Northern America,Americas
23920,Odessa,New York,United States,Northern America,Americas
23921,Ogdensburg,New York,United States,Northern America,Americas
23922,Ohio,New York,United States,Northern America,Americas
23923,Olcott,New York,United States,Northern America,Americas
23924,Old Bethpage,New York,United States,Northern America,Americas
23925,Old Brookville,New York,United States,Northern America,Americas
23926,Old Field,New York,United States,Northern America,Americas
23927,Old Forge,New York,United States,Northern America,Americas
23928,Old Westbury,New York,United States,Northern America,Americas
23929,Olean,New York,United States,Northern America,Americas
23930,Oneida,New York,United States,Northern America,Americas
23931,Oneida Castle,New York,United States,Northern America,Americas
23932,Oneonta,New York,United States,Northern America,Americas
23933,Ontario,New York,United States,Northern America,Americas
23934,Oppenheim,New York,United States,Northern America,Americas
23935,Orange Lake,New York,United States,Northern America,Americas
23936,Orangeburg,New York,United States,Northern America,Americas
23937,Orchard Park,New York,United States,Northern America,Americas
23938,Orient,New York,United States,Northern America,Americas
23939,Oriskany,New York,United States,Northern America,Americas
23940,Oriskany Falls,New York,United States,Northern America,Americas
23941,Orwell,New York,United States,Northern America,Americas
23942,Osceola,New York,United States,Northern America,Americas
23943,Ossian,New York,United States,Northern America,Americas
23944,Ossining,New York,United States,Northern America,Americas
23945,Oswegatchie,New York,United States,Northern America,Americas
23946,Oswego,New York,United States,Northern America,Americas
23947,Otego,New York,United States,Northern America,Americas
23948,Otisco,New York,United States,Northern America,Americas
23949,Otisville,New York,United States,Northern America,Americas
23950,Otselic,New York,United States,Northern America,Americas
23951,Otto,New York,United States,Northern America,Americas
23952,Ovid,New York,United States,Northern America,Americas
23953,Owasco,New York,United States,Northern America,Americas
23954,Owego,New York,United States,Northern America,Americas
23955,Oxbow,New York,United States,Northern America,Americas
23956,Oxford,New York,United States,Northern America,Americas
23957,Oyster Bay,New York,United States,Northern America,Americas
23958,Oyster Bay Cove,New York,United States,Northern America,Americas
23959,Painted Post,New York,United States,Northern America,Americas
23960,Palatine Bridge,New York,United States,Northern America,Americas
23961,Palenville,New York,United States,Northern America,Americas
23962,Palermo,New York,United States,Northern America,Americas
23963,Palisades,New York,United States,Northern America,Americas
23964,Palmyra,New York,United States,Northern America,Americas
23965,Pamelia Center,New York,United States,Northern America,Americas
23966,Panama,New York,United States,Northern America,Americas
23967,Paris,New York,United States,Northern America,Americas
23968,Parish,New York,United States,Northern America,Americas
23969,Parishville,New York,United States,Northern America,Americas
23970,Patchogue,New York,United States,Northern America,Americas
23971,Patterson,New York,United States,Northern America,Americas
23972,Paul Smiths,New York,United States,Northern America,Americas
23973,Pavilion,New York,United States,Northern America,Americas
23974,Pawling,New York,United States,Northern America,Americas
23975,Pearl River,New York,United States,Northern America,Americas
23976,Peconic,New York,United States,Northern America,Americas
23977,Peekskill,New York,United States,Northern America,Americas
23978,Pekin,New York,United States,Northern America,Americas
23979,Pelham,New York,United States,Northern America,Americas
23980,Pelham Manor,New York,United States,Northern America,Americas
23981,Pembroke,New York,United States,Northern America,Americas
23982,Pendleton,New York,United States,Northern America,Americas
23983,Pendleton Center,New York,United States,Northern America,Americas
23984,Penfield,New York,United States,Northern America,Americas
23985,Penn Yan,New York,United States,Northern America,Americas
23986,Perry,New York,United States,Northern America,Americas
23987,Perrysburg,New York,United States,Northern America,Americas
23988,Persia,New York,United States,Northern America,Americas
23989,Perth,New York,United States,Northern America,Americas
23990,Peru,New York,United States,Northern America,Americas
23991,Petersburg,New York,United States,Northern America,Americas
23992,Pharsalia,New York,United States,Northern America,Americas
23993,Phelps,New York,United States,Northern America,Americas
23994,Philadelphia,New York,United States,Northern America,Americas
23995,Philmont,New York,United States,Northern America,Americas
23996,Phoenicia,New York,United States,Northern America,Americas
23997,Phoenix,New York,United States,Northern America,Americas
23998,Piercefield,New York,United States,Northern America,Americas
23999,Piermont,New York,United States,Northern America,Americas
24000,Pierrepont,New York,United States,Northern America,Americas
24001,Pierrepont Manor,New York,United States,Northern America,Americas
24002,Piffard,New York,United States,Northern America,Americas
24003,Pike,New York,United States,Northern America,Americas
24004,Pine Aire,New York,United States,Northern America,Americas
24005,Pine Bush,New York,United States,Northern America,Americas
24006,Pine Hill,New York,United States,Northern America,Americas
24007,Pine Island,New York,United States,Northern America,Americas
24008,Pine Plains,New York,United States,Northern America,Americas
24009,Pine Valley,New York,United States,Northern America,Americas
24010,Pitcairn,New York,United States,Northern America,Americas
24011,Pitcher,New York,United States,Northern America,Americas
24012,Pittsfield,New York,United States,Northern America,Americas
24013,Pittsford,New York,United States,Northern America,Americas
24014,Pittstown,New York,United States,Northern America,Americas
24015,Plainedge,New York,United States,Northern America,Americas
24016,Plainview,New York,United States,Northern America,Americas
24017,Plandome,New York,United States,Northern America,Americas
24018,Plattekill,New York,United States,Northern America,Americas
24019,Plattsburgh,New York,United States,Northern America,Americas
24020,Pleasant Valley,New York,United States,Northern America,Americas
24021,Pleasantville,New York,United States,Northern America,Americas
24022,Plessis,New York,United States,Northern America,Americas
24023,Plymouth,New York,United States,Northern America,Americas
24024,Poestenkill,New York,United States,Northern America,Americas
24025,Point Lookout,New York,United States,Northern America,Americas
24026,Poland,New York,United States,Northern America,Americas
24027,Pomona,New York,United States,Northern America,Americas
24028,Pomona Heights,New York,United States,Northern America,Americas
24029,Pompey,New York,United States,Northern America,Americas
24030,Pond Eddy,New York,United States,Northern America,Americas
24031,Poquott,New York,United States,Northern America,Americas
24032,Port Byron,New York,United States,Northern America,Americas
24033,Port Chester,New York,United States,Northern America,Americas
24034,Port Dickinson,New York,United States,Northern America,Americas
24035,Port Ewen,New York,United States,Northern America,Americas
24036,Port Gibson,New York,United States,Northern America,Americas
24037,Port Henry,New York,United States,Northern America,Americas
24038,Port Jefferson,New York,United States,Northern America,Americas
24039,Port Jefferson Station,New York,United States,Northern America,Americas
24040,Port Jervis,New York,United States,Northern America,Americas
24041,Port Kent,New York,United States,Northern America,Americas
24042,Port Leyden,New York,United States,Northern America,Americas
24043,Port Washington,New York,United States,Northern America,Americas
24044,Port Washington North,New York,United States,Northern America,Americas
24045,Portageville,New York,United States,Northern America,Americas
24046,Porter Center,New York,United States,Northern America,Americas
24047,Portland,New York,United States,Northern America,Americas
24048,Portville,New York,United States,Northern America,Americas
24049,Potsdam,New York,United States,Northern America,Americas
24050,Potter,New York,United States,Northern America,Americas
24051,Pottersville,New York,United States,Northern America,Americas
24052,Poughkeepsie,New York,United States,Northern America,Americas
24053,Pound Ridge,New York,United States,Northern America,Americas
24054,Prattsburgh,New York,United States,Northern America,Americas
24055,Prattsville,New York,United States,Northern America,Americas
24056,Preble,New York,United States,Northern America,Americas
24057,Preston,New York,United States,Northern America,Americas
24058,Princetown,New York,United States,Northern America,Americas
24059,Prospect,New York,United States,Northern America,Americas
24060,Pulaski,New York,United States,Northern America,Americas
24061,Pulteney,New York,United States,Northern America,Americas
24062,Pultneyville,New York,United States,Northern America,Americas
24063,Purchase,New York,United States,Northern America,Americas
24064,Putnam,New York,United States,Northern America,Americas
24065,Putnam Lake,New York,United States,Northern America,Americas
24066,Putnam Valley,New York,United States,Northern America,Americas
24067,Queens,New York,United States,Northern America,Americas
24068,Queensbury,New York,United States,Northern America,Americas
24069,Quiogue,New York,United States,Northern America,Americas
24070,Quogue,New York,United States,Northern America,Americas
24071,Ramapo,New York,United States,Northern America,Americas
24072,Randolph,New York,United States,Northern America,Americas
24073,Ransomville,New York,United States,Northern America,Americas
24074,Rapids,New York,United States,Northern America,Americas
24075,Raquette Lake,New York,United States,Northern America,Americas
24076,Rathbone,New York,United States,Northern America,Americas
24077,Ravena,New York,United States,Northern America,Americas
24078,Raymondville,New York,United States,Northern America,Americas
24079,Red Creek,New York,United States,Northern America,Americas
24080,Red Hook,New York,United States,Northern America,Americas
24081,Red Mills,New York,United States,Northern America,Americas
24082,Red Oaks Mill,New York,United States,Northern America,Americas
24083,Redfield,New York,United States,Northern America,Americas
24084,Redford,New York,United States,Northern America,Americas
24085,Redwood,New York,United States,Northern America,Americas
24086,Remsen,New York,United States,Northern America,Americas
24087,Remsenburg,New York,United States,Northern America,Americas
24088,Rensselaer,New York,United States,Northern America,Americas
24089,Rensselaer Falls,New York,United States,Northern America,Americas
24090,Rensselaerville,New York,United States,Northern America,Americas
24091,Retsof,New York,United States,Northern America,Americas
24092,Rhinebeck,New York,United States,Northern America,Americas
24093,Rhinecliff,New York,United States,Northern America,Americas
24094,Richburg,New York,United States,Northern America,Americas
24095,Richfield,New York,United States,Northern America,Americas
24096,Richfield Springs,New York,United States,Northern America,Americas
24097,Richford,New York,United States,Northern America,Americas
24098,Richland,New York,United States,Northern America,Americas
24099,Richmondville,New York,United States,Northern America,Americas
24100,Richville,New York,United States,Northern America,Americas
24101,Ridge,New York,United States,Northern America,Americas
24102,Ridgeway,New York,United States,Northern America,Americas
24103,Ridgewood,New York,United States,Northern America,Americas
24104,Rifton,New York,United States,Northern America,Americas
24105,Riga,New York,United States,Northern America,Americas
24106,Ripley,New York,United States,Northern America,Americas
24107,Riverhead,New York,United States,Northern America,Americas
24108,Riverside,New York,United States,Northern America,Americas
24109,Rochester,New York,United States,Northern America,Americas
24110,Rock Hill,New York,United States,Northern America,Americas
24111,Rockland,New York,United States,Northern America,Americas
24112,Rockville Centre,New York,United States,Northern America,Americas
24113,Rocky Point,New York,United States,Northern America,Americas
24114,Rodman,New York,United States,Northern America,Americas
24115,Roe Park,New York,United States,Northern America,Americas
24116,Roessleville,New York,United States,Northern America,Americas
24117,Rome,New York,United States,Northern America,Americas
24118,Romulus,New York,United States,Northern America,Americas
24119,Ronkonkoma,New York,United States,Northern America,Americas
24120,Roosevelt,New York,United States,Northern America,Americas
24121,Roosevelt Beach,New York,United States,Northern America,Americas
24122,Roscoe,New York,United States,Northern America,Americas
24123,Rose,New York,United States,Northern America,Americas
24124,Roseboom,New York,United States,Northern America,Americas
24125,Rosendale,New York,United States,Northern America,Americas
24126,Roslyn,New York,United States,Northern America,Americas
24127,Roslyn Estates,New York,United States,Northern America,Americas
24128,Roslyn Harbor,New York,United States,Northern America,Americas
24129,Roslyn Heights,New York,United States,Northern America,Americas
24130,Rossie,New York,United States,Northern America,Americas
24131,Rotterdam,New York,United States,Northern America,Americas
24132,Round Lake,New York,United States,Northern America,Americas
24133,Rouses Point,New York,United States,Northern America,Americas
24134,Roxbury,New York,United States,Northern America,Americas
24135,Rush,New York,United States,Northern America,Americas
24136,Rushford,New York,United States,Northern America,Americas
24137,Rushville,New York,United States,Northern America,Americas
24138,Russell,New York,United States,Northern America,Americas
24139,Russell Gardens,New York,United States,Northern America,Americas
24140,Russia,New York,United States,Northern America,Americas
24141,Rye,New York,United States,Northern America,Americas
24142,Rye Brook,New York,United States,Northern America,Americas
24143,Sabattis,New York,United States,Northern America,Americas
24144,Sackets Harbor,New York,United States,Northern America,Americas
24145,Sag Harbor,New York,United States,Northern America,Americas
24146,Sagaponack,New York,United States,Northern America,Americas
24147,Saint James,New York,United States,Northern America,Americas
24148,Saint Johnsburg,New York,United States,Northern America,Americas
24149,Saint Johnsville,New York,United States,Northern America,Americas
24150,Saint Regis Falls,New York,United States,Northern America,Americas
24151,Salamanca,New York,United States,Northern America,Americas
24152,Salem,New York,United States,Northern America,Americas
24153,Salisbury,New York,United States,Northern America,Americas
24154,Salisbury Mills,New York,United States,Northern America,Americas
24155,Salt Point,New York,United States,Northern America,Americas
24156,Saltaire,New York,United States,Northern America,Americas
24157,San Remo,New York,United States,Northern America,Americas
24158,Sanborn,New York,United States,Northern America,Americas
24159,Sand Lake,New York,United States,Northern America,Americas
24160,Sands Point,New York,United States,Northern America,Americas
24161,Sandy Beach,New York,United States,Northern America,Americas
24162,Sandy Creek,New York,United States,Northern America,Americas
24163,Sanford,New York,United States,Northern America,Americas
24164,Sangerfield,New York,United States,Northern America,Americas
24165,Santa Clara,New York,United States,Northern America,Americas
24166,Saranac,New York,United States,Northern America,Americas
24167,Saranac Lake,New York,United States,Northern America,Americas
24168,Saratoga Springs,New York,United States,Northern America,Americas
24169,Sardinia,New York,United States,Northern America,Americas
24170,Saugerties,New York,United States,Northern America,Americas
24171,Sauquoit,New York,United States,Northern America,Americas
24172,Savannah,New York,United States,Northern America,Americas
24173,Savona,New York,United States,Northern America,Americas
24174,Sayville,New York,United States,Northern America,Americas
24175,Scarborough,New York,United States,Northern America,Americas
24176,Scarsdale,New York,United States,Northern America,Americas
24177,Schaghticoke,New York,United States,Northern America,Americas
24178,Schenectady,New York,United States,Northern America,Americas
24179,Schenevus,New York,United States,Northern America,Americas
24180,Schoharie,New York,United States,Northern America,Americas
24181,Schroon Lake,New York,United States,Northern America,Americas
24182,Schuyler Falls,New York,United States,Northern America,Americas
24183,Schuyler Lake,New York,United States,Northern America,Americas
24184,Schuylerville,New York,United States,Northern America,Americas
24185,Scio,New York,United States,Northern America,Americas
24186,Scotchtown,New York,United States,Northern America,Americas
24187,Scotia,New York,United States,Northern America,Americas
24188,Scott,New York,United States,Northern America,Americas
24189,Scotts Corners,New York,United States,Northern America,Americas
24190,Scottsburg,New York,United States,Northern America,Americas
24191,Scottsville,New York,United States,Northern America,Americas
24192,Scranton,New York,United States,Northern America,Americas
24193,Scriba,New York,United States,Northern America,Americas
24194,Sea Cliff,New York,United States,Northern America,Americas
24195,Seaford,New York,United States,Northern America,Americas
24196,Selden,New York,United States,Northern America,Americas
24197,Sempronius,New York,United States,Northern America,Americas
24198,Seneca Falls,New York,United States,Northern America,Americas
24199,Sennett,New York,United States,Northern America,Americas
24200,Setauket,New York,United States,Northern America,Americas
24201,Seward,New York,United States,Northern America,Americas
24202,Shandaken,New York,United States,Northern America,Americas
24203,Sharon,New York,United States,Northern America,Americas
24204,Sharon Springs,New York,United States,Northern America,Americas
24205,Shawnee,New York,United States,Northern America,Americas
24206,Sheldon,New York,United States,Northern America,Americas
24207,Shelter Island,New York,United States,Northern America,Americas
24208,Shelter Island Heights,New York,United States,Northern America,Americas
24209,Shenorock,New York,United States,Northern America,Americas
24210,Sherburne,New York,United States,Northern America,Americas
24211,Sheridan,New York,United States,Northern America,Americas
24212,Sherman,New York,United States,Northern America,Americas
24213,Sherrill,New York,United States,Northern America,Americas
24214,Shinnecock Hills,New York,United States,Northern America,Americas
24215,Shirley,New York,United States,Northern America,Americas
24216,Shokan,New York,United States,Northern America,Americas
24217,Shoreham,New York,United States,Northern America,Americas
24218,Shortsville,New York,United States,Northern America,Americas
24219,Shrub Oak,New York,United States,Northern America,Americas
24220,Sidney,New York,United States,Northern America,Americas
24221,Sidney Center,New York,United States,Northern America,Americas
24222,Silver Creek,New York,United States,Northern America,Americas
24223,Silver Springs,New York,United States,Northern America,Americas
24224,Sinclairville,New York,United States,Northern America,Americas
24225,Skaneateles,New York,United States,Northern America,Americas
24226,Slaterville Springs,New York,United States,Northern America,Americas
24227,Sleepy Hollow,New York,United States,Northern America,Americas
24228,Sloan,New York,United States,Northern America,Americas
24229,Sloatsburg,New York,United States,Northern America,Americas
24230,Smallwood,New York,United States,Northern America,Americas
24231,Smithtown,New York,United States,Northern America,Americas
24232,Smithville Flats,New York,United States,Northern America,Americas
24233,Smyrna,New York,United States,Northern America,Americas
